Year,StateAbbr,StateDesc,CountyName,CountyFIPS,TractFIPS,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,States,Counties
2020,NC,North Carolina,Forsyth,37067,37067003806,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,14.9,,,12.7,17,3012,POINT (-80.34715788 36.04204472),37067003806,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003404,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,37.7,,,33.7,41.4,3917,POINT (-80.19153925 36.0670674),37067003404,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000600,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.4,,,19.2,21.6,2056,POINT (-80.22950124 36.10806171),37067000600,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002807,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.1,,,10.3,11.9,5031,POINT (-80.2712063 36.23347304),37067002807,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003201,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.3,,,3,3.5,4774,POINT (-80.0940727 36.12512118),37067003201,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004007,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.5,,,5,6,7104,POINT (-80.4541356 36.06780171),37067004007,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001200,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.4,,,3.1,4,1959,POINT (-80.26839411 36.10931829),37067001200,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003909,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,58.5,,,50.1,66.6,4356,POINT (-80.34762093 36.0959267),37067003909,PREVENT,COREM,CrdPrv,Core preventive services for older men,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003404,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,46.5,,,45.3,47.6,3917,POINT (-80.19153925 36.0670674),37067003404,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003004,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,76.8,,,73.8,79.4,3618,POINT (-80.12850447 36.11908004),37067003004,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000802,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,21.2,,,19.5,22.7,2100,POINT (-80.23127538 36.07657807),37067000802,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000400,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17.6,,,16.5,18.7,3251,POINT (-80.24190229 36.120282),37067000400,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001100,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,79.3,,,78.6,80,2254,POINT (-80.26221307 36.09504854),37067001100,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002200,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,8,,,6.8,9.6,3742,POINT (-80.2848544 36.08549947),37067002200,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2019,NC,North Carolina,Forsyth,37067,37067000302,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.6,,,87.5,87.6,1859,POINT (-80.25651421 36.11934205),37067000302,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003600,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,72.2,,,71.4,73,5968,POINT (-80.24387607 36.01874338),37067003600,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003403,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.5,,,3.4,3.6,3412,POINT (-80.18242287 36.05623927),37067003403,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,2337
2020,NC,North Carolina,Forsyth,37067,37067001100,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.2,,,8.4,9.9,2254,POINT (-80.26221307 36.09504854),37067001100,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003108,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.9,,,12,13.9,3495,POINT (-80.05234686 36.15036202),37067003108,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003202,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,74,,,73.1,75.1,3904,POINT (-80.05426352 36.12260613),37067003202,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003500,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,8.9,,,8,9.9,6562,POINT (-80.20883199 36.03399069),37067003500,HLTHOUT,COPD,CrdPrv,COPD,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002604,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,8.7,,,7.6,9.8,6441,POINT (-80.33688147 36.14914804),37067002604,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002807,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7,,,6.7,7.3,5031,POINT (-80.2712063 36.23347304),37067002807,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,2337
2020,NC,North Carolina,Forsyth,37067,37067002100,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.8,,,83.3,88,2151,POINT (-80.28521372 36.07447023),37067002100,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003313,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,29.8,,,28.6,31,1458,POINT (-80.0682524 36.0277462),37067003313,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002809,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.1,,,7.8,8.3,2238,POINT (-80.33905387 36.22017695),37067002809,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001800,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,5.8,,,5.2,6.4,4207,POINT (-80.20878797 36.07748107),37067001800,HLTHOUT,STROKE,CrdPrv,Stroke,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002801,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,71.3,,,69,73.6,4236,POINT (-80.39405888 36.22614831),37067002801,PREVENT,DENTAL,CrdPrv,Dental Visit,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000100,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,3.8,,,3.5,4.2,2052,POINT (-80.2468533 36.09765376),37067000100,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001800,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.2,,,19.3,21.3,4207,POINT (-80.20878797 36.07748107),37067001800,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004102,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,49,,,43,54.6,3256,POINT (-80.41655399 36.17131266),37067004102,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001602,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,27.2,,,24,30.7,3077,POINT (-80.22093654 36.12260812),37067001602,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002808,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.8,,,20.6,23.1,3531,POINT (-80.3193267 36.23878572),37067002808,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002502,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.3,,,7,7.6,2770,POINT (-80.29912085 36.09940446),37067002502,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003315,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.6,,,5.9,7.2,3424,POINT (-80.06639415 36.09662422),37067003315,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003311,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.3,,,2.1,2.4,1926,POINT (-80.12891868 36.06085301),37067003311,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002808,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.8,,,6.5,7.1,3531,POINT (-80.3193267 36.23878572),37067002808,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,2337
2019,NC,North Carolina,Forsyth,37067,37067003311,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,70.3,,,69.1,71.3,1926,POINT (-80.12891868 36.06085301),37067003311,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001500,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17.3,,,16.4,18.3,4095,POINT (-80.23983926 36.15171466),37067001500,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,2337
2019,NC,North Carolina,Forsyth,37067,37067001200,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,81.4,,,80.2,82.6,1959,POINT (-80.26839411 36.10931829),37067001200,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003403,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,18.5,,,17.7,19.3,3412,POINT (-80.18242287 36.05623927),37067003403,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001200,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,8.2,,,6.8,10.2,1959,POINT (-80.26839411 36.10931829),37067001200,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003002,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,86.1,,,84.9,87.3,3932,POINT (-80.17417274 36.15062746),37067003002,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001700,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,18.9,,,16.8,21.1,5231,POINT (-80.19974096 36.11442226),37067001700,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003402,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.1,,,2.9,3.3,2182,POINT (-80.13998466 36.03910993),37067003402,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002703,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32.2,,,30.7,33.6,6039,POINT (-80.28414477 36.14657959),37067002703,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003315,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,79.7,,,76.1,82.9,3424,POINT (-80.06639415 36.09662422),37067003315,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003906,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,9.8,,,9.3,10.2,3436,POINT (-80.3234367 36.10074643),37067003906,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,2337
2020,NC,North Carolina,Forsyth,37067,37067000700,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,9.5,,,9,10.1,1764,POINT (-80.23109571 36.09824121),37067000700,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001000,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.4,,,2.2,2.7,4652,POINT (-80.26490783 36.07843284),37067001000,HLTHOUT,STROKE,CrdPrv,Stroke,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002002,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,12.5,,,12,12.9,3072,POINT (-80.25199012 36.0542286),37067002002,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001901,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.7,,,37.8,39.4,1549,POINT (-80.22677871 36.06489855),37067001901,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002701,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.3,,,70.7,75.7,5864,POINT (-80.30932926 36.16277665),37067002701,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003701,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.1,,,10.3,12.1,4830,POINT (-80.26968853 36.05616365),37067003701,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001601,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,17.6,,,16.6,18.7,3652,POINT (-80.21232108 36.14057573),37067001601,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004015,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.4,,,2.2,2.5,3296,POINT (-80.36811626 35.99743566),37067004015,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
2019,NC,North Carolina,Forsyth,37067,37067004012,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,72.8,,,71.7,74,5611,POINT (-80.38568698 36.05872572),37067004012,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004007,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,10.5,,,8.8,12.7,7104,POINT (-80.4541356 36.06780171),37067004007,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2019,NC,North Carolina,Forsyth,37067,37067002703,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,82.5,,,81.6,83.4,6039,POINT (-80.28414477 36.14657959),37067002703,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000301,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,43.4,,,41.8,44.9,1799,POINT (-80.25301013 36.11101159),37067000301,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002904,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,22.6,,,21.3,23.9,2151,POINT (-80.18242779 36.21682825),37067002904,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003904,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10,,,9,11.1,5907,POINT (-80.35496008 36.06964182),37067003904,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003701,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.6,,,10.1,11.1,4830,POINT (-80.26968853 36.05616365),37067003701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003906,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.6,,,8.9,10.4,3436,POINT (-80.3234367 36.10074643),37067003906,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003105,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,14.7,,,11.4,18.4,3649,POINT (-80.14051155 36.19347844),37067003105,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003105,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.8,,,30.6,33,3649,POINT (-80.14051155 36.19347844),37067003105,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003312,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,22.8,,,21.5,24.1,2692,POINT (-80.08847512 36.05925237),37067003312,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002903,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.9,,,76.2,81.3,3828,POINT (-80.20288339 36.16997211),37067002903,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,2337
2019,NC,North Carolina,Forsyth,37067,37067002807,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.9,,,34.3,35.5,5031,POINT (-80.2712063 36.23347304),37067002807,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002603,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,15.5,,,13.7,17.4,6553,POINT (-80.31761918 36.13376913),37067002603,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003002,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.1,,,13.5,14.8,3932,POINT (-80.17417274 36.15062746),37067003002,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003201,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,34.3,,,32.9,35.8,4774,POINT (-80.0940727 36.12512118),37067003201,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003908,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,81,,,79.2,82.4,3085,POINT (-80.33648197 36.11261823),37067003908,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002604,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,80.2,,,79.4,80.9,6441,POINT (-80.33688147 36.14914804),37067002604,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003805,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,30.9,,,30.1,31.7,5573,POINT (-80.32271014 36.06428965),37067003805,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2019,NC,North Carolina,Forsyth,37067,37067002701,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.1,,,84.9,85.3,5864,POINT (-80.30932926 36.16277665),37067002701,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001902,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.5,,,10.8,12.4,1917,POINT (-80.24633872 36.07103874),37067001902,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003108,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.4,,,3.8,5,3495,POINT (-80.05234686 36.15036202),37067003108,HLTHOUT,STROKE,CrdPrv,Stroke,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000700,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.8,,,23.6,30.2,1764,POINT (-80.23109571 36.09824121),37067000700,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003201,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,18,,,15.1,21.2,4774,POINT (-80.0940727 36.12512118),37067003201,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003313,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73,,,70.7,75.5,1458,POINT (-80.0682524 36.0277462),37067003313,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003309,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,30.7,,,30.1,31.2,4956,POINT (-80.17945558 36.09222425),37067003309,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004007,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.4,,,2.1,2.6,7104,POINT (-80.4541356 36.06780171),37067004007,HLTHOUT,STROKE,CrdPrv,Stroke,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003103,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,55.4,,,46.6,64.1,5468,POINT (-80.07657309 36.18365292),37067003103,PREVENT,COREM,CrdPrv,Core preventive services for older men,37,2337
2019,NC,North Carolina,Forsyth,37067,37067000302,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.6,,,33.5,35.7,1859,POINT (-80.25651421 36.11934205),37067000302,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003314,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.1,,,87.1,87.1,3171,POINT (-80.05497862 36.06733777),37067003314,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002804,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,49.6,,,43.6,56,4150,POINT (-80.31211305 36.18441106),37067002804,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003600,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,78.5,,,77.9,79.2,5968,POINT (-80.24387607 36.01874338),37067003600,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003703,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,69.6,,,66.5,72.4,6032,POINT (-80.28102146 36.01218772),37067003703,PREVENT,DENTAL,CrdPrv,Dental Visit,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004010,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,26.7,,,25.7,27.7,3392,POINT (-80.3798613 36.10896479),37067004010,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003903,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,80.9,,,78.7,83,4477,POINT (-80.32389444 36.07881572),37067003903,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004013,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.1,,,13.7,14.5,3083,POINT (-80.39616926 36.03375437),37067004013,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001800,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,29.4,,,25.9,32.9,4207,POINT (-80.20878797 36.07748107),37067001800,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000200,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.8,,,3.5,4.1,1103,POINT (-80.24817006 36.10548533),37067000200,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002501,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.4,,,4.9,6.1,2590,POINT (-80.28289292 36.10440801),37067002501,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
